"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,"['assassin', 'stylish', 'hit men', 'assassins', 'french', 'action', 'assassination', 'foreign', 'violent', 'france']",3.8832773382464505,35,104,53,306,167,1445,912,3550,803,1852
"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,"['oscar (best cinematography)', 'best war films', 'oscar (best directing)', 'world war ii', 'imdb top 250', 'wwii', 'oscar (best actor)', 'war', 'courage', 'camp']",4.110050890585241,32,62,42,225,199,1426,1064,4378,1309,3839
Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,"['noir thriller', 'neo-noir', 'masterpiece', 'imdb top 250', 'noir', 'private detective', 'twists & turns', 'investigation', 'complicated', 'los angeles']",4.199673416067929,42,74,44,280,197,1529,1085,4751,1690,5618
"Shining, The (1980)",Horror,"['nudity (full frontal - brief)', 'masterpiece', 'imdb top 250', 'insanity', 'adapted from:book', 'horror', 'kubrick', 'based on book', 'psychological', 'creepy']",4.011533532678342,120,231,101,662,474,2817,2296,7355,3437,5917
Stand by Me (1986),Adventure|Drama,"['unlikely friendships', 'coming of age', 'friendship', 'childhood', 'adolescence', 'nostalgic', 'imdb top 250', 'innocence lost', 'coming-of-age', 'adventure']",3.999134781772736,20,70,48,372,242,3169,1892,8400,1974,4617
"Great Escape, The (1963)",Action|Adventure|Drama|War,"['prison escape', 'world war ii', 'best war films', 'wwii', 'imdb top 250', 'camp', 'prison', 'tense', 'classic', 'true story']",4.137655906089509,21,24,20,122,124,1110,1019,4052,1332,3080
"Deer Hunter, The (1978)",Drama|War,"['oscar (best supporting actor)', 'vietnam war', 'oscar (best picture)', 'oscar (best editing)', 'war', 'war movie', 'imdb top 250', 'oscar (best directing)', 'vietnam', 'best war films']",3.9866628830874005,41,119,63,374,193,1443,850,3459,1215,2815
Groundhog Day (1993),Comedy|Fantasy|Romance,"['time loop', 'comedy', 'imdb top 250', 'time', 'original', 'feel good movie', 'feel-good', 'great movie', 'philosophical', 'existentialism']",3.8676231811653032,99,403,156,1154,678,5292,3351,11314,3161,6418
Unforgiven (1992),Drama|Western,"['gunfight', 'western', 'oscar (best supporting actor)', 'oscar (best directing)', 'oscar (best picture)', 'imdb top 250', 'oscar (best cinematography)', 'oscar (best editing)', 'moral ambiguity', 'great acting']",3.9883400466398133,40,158,50,446,198,1941,1177,5089,1519,3533
Back to the Future (1985),Adventure|Comedy|Sci-Fi,"['future', 'time travel', 'science fiction', 'time loop', 'scifi', 'awesome soundtrack', 'imdb top 250', 'sci-fi', 'futuristic', 'time']",3.924141843286825,78,295,164,1228,829,6877,4134,14646,4212,8963
Highlander (1986),Action|Adventure|Fantasy,"['immortality', 'modern fantasy', 'sword fight', 'sword fighting', 'awesome soundtrack', 'mentor', 'fantasy', 'fighting', 'franchise', 'mythology']",3.615726872246696,58,244,138,688,471,2485,1285,3493,719,1769
Cool Hand Luke (1967),Drama,"['oscar (best supporting actor)', 'imdb top 250', 'prison escape', 'fighting the system', 'prison', 'great acting', 'great movie', 'classic', 'gangs', 'rebellion']",4.109838809125342,35,60,25,181,148,1344,824,4201,1166,3369
Young Frankenstein (1974),Comedy|Fantasy,"['spoof', 'comedy', 'imdb top 250', 'parody', 'quotable', 'farce', 'classic', 'hilarious', 'funniest movies', 'black and white']",3.996785311857891,65,161,85,471,290,2088,1224,5088,1327,4288
Fantasia (1940),Animation|Children|Fantasy|Musical,"['classical music', 'animation', 'music', 'cartoon', 'disney animated feature', 'mythology', 'animated', 'artistic', 'original', 'animals']",3.7355630612076776,113,335,116,675,372,2305,1059,3518,846,2800
Heathers (1989),Comedy,"['teen movie', 'dark humor', 'high school', 'teen', 'teenager', 'cult classic', 'teens', 'cheerleading', 'adolescence', 'teenagers']",3.7586206896551726,53,162,70,572,284,2121,1079,3838,776,2036
This Is Spinal Tap (1984),Comedy,"['rock and roll', 'cult classic', 'quotable', 'mockumentary', 'music business', 'satire', 'satirical', 'hilarious', 'comedy', 'criterion']",4.032234957020058,75,204,66,552,282,1987,1345,4961,1677,4905
Indiana Jones and the Last Crusade (1989),Action|Adventure,"['treasure hunt', 'archaeology', 'adventure', 'indiana jones', 'father son relationship', 'chase', 'action', 'nazi', 'spielberg', 'franchise']",4.007592710997442,77,178,107,667,560,4231,3156,11032,3961,7311
Gandhi (1982),Drama,"['indians', 'oscar (best cinematography)', 'biopic', 'biographical', 'oscar (best actor)', 'imdb top 250', 'india', 'oscar (best directing)', 'biography', 'history']",3.993667730355006,37,88,50,254,163,1457,810,3618,963,2588
Field of Dreams (1989),Children|Drama|Fantasy,"['baseball', 'sports', 'feel-good', 'fantasy', 'father son relationship', 'feel good movie', 'sentimental', 'nostalgic', 'redemption', 'destiny']",3.653419744028695,79,230,114,719,456,2641,1311,3870,857,1990
Butch Cassidy and the Sundance Kid (1969),Action|Western,"['oscar (best cinematography)', 'western', 'imdb top 250', 'gunfight', 'great acting', 'oscar (best directing)', 'classic', 'great movie', 'friendship', 'bittersweet']",4.0536379997428975,47,86,41,311,175,2227,1119,5819,1405,4328
When Harry Met Sally... (1989),Comedy|Romance,"['romantic comedy', 'relationships', 'romantic', 'chick flick', 'unlikely friendships', 'friendship', 'good romantic comedies', 'girlie movie', 'quotable', 'sweet']",3.8429961622807016,114,264,148,891,575,4018,1928,7431,1536,4983
Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,"['alien', 'aliens', 'franchise', 'sci-fi', 'alien invasion', 'weapons', 'bleak', 'allegory', 'futuristic', 'great ending']",3.0931273785538393,165,690,262,1765,849,4171,1560,2822,426,691
"Birds, The (1963)",Horror|Thriller,"['hitchcock', 'mother-son relationship', 'birds', 'suspense', 'suspenseful', 'obsession', 'enigmatic', 'tense', 'story', 'frightening']",3.7520609318996416,60,153,83,478,279,2169,1242,3964,916,1816
Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,"['francis ford copolla', 'adapted from:book', 'vampires', 'vampire', 'based on book', 'based on a book', 'horror', 'book', 'gothic', 'goth']",3.4337457593294753,72,306,105,848,400,2656,1177,2868,584,1006
Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,"['space', 'space opera', 'science fiction', 'franchise', 'sci-fi', 'star trek', 'scifi', 'first contact', 'series', 'sci fi']",3.664872697164148,184,459,80,961,403,4875,1302,6816,893,3351
Sling Blade (1996),Drama,"['oscar (best directing)', 'small town', 'great acting', 'excellent script', 'good soundtrack', 'oscar (best actor)', 'redemption', 'imdb top 250', 'dramatic', 'original']",4.015463534309717,68,171,56,385,217,1686,1051,4840,1142,3835
Die Hard 2 (1990),Action|Adventure|Thriller,"['good action', 'action', 'good sequel', 'action packed', 'explosions', 'sequel', 'sequels', 'vengeance', 'chase', 'airport']",3.417934398870274,90,307,156,1182,760,4545,1965,4668,633,1273
Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,"['space', 'space opera', 'science fiction', 'franchise', 'sci-fi', 'star trek', 'scifi', 'sci fi', 'special effects', 'series']",3.081574093051855,189,544,162,1433,523,3038,813,2090,269,697
Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,"['space opera', 'space', 'franchise', 'science fiction', 'star trek', 'series', 'sci-fi', 'first contact', 'based on a tv show', 'aliens']",3.303213036273246,215,529,145,1049,420,2953,892,3193,411,1055
Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,"['space opera', 'space', 'science fiction', 'franchise', 'series', 'star trek', 'sci-fi', 'scifi', 'sci fi', 'sacrifice']",3.6956836343044106,182,343,102,914,401,3373,1268,5315,948,3047
Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,"['space', 'space opera', 'franchise', 'star trek', 'science fiction', 'series', 'sacrifice', 'spock', 'sci-fi', 'first contact']",3.2465088319615276,171,321,129,1101,482,3765,1000,2760,315,769
Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,"['space', 'space opera', 'science fiction', 'franchise', 'star trek', 'sci-fi', 'series', 'future', 'scifi', 'aliens']",3.494617498854787,243,436,125,956,387,3200,1096,4251,624,1780
Batman Returns (1992),Action|Crime,"['dark hero', 'batman', 'super-hero', 'vigilante', 'super hero', 'superhero', 'franchise', 'based on a comic', 'alter ego', 'comic book']",3.0945798613815123,77,622,173,1788,764,4251,1578,2704,361,523
Grease (1978),Comedy|Musical|Romance,"['dancing', 'teen', 'good music', 'teen movie', 'girlie movie', 'musical', 'high school', 'rock and roll', 'awesome soundtrack', 'dance']",3.31445937300064,382,687,352,1434,879,3599,1785,3869,804,1839
Jaws (1975),Action|Horror,"['shark', 'suspenseful', 'tense', 'oscar (best editing)', 'imdb top 250', 'suspense', 'classic', 'scary', 'spielberg', 'quotable']",3.805304944063515,135,329,173,1007,677,4113,2169,6958,1608,4999
Mars Attacks! (1996),Action|Comedy|Sci-Fi,"['sci-fi', 'off-beat comedy', 'parody', 'alien', 'mars', 'alien invasion', 'aliens', 'scifi', 'spoof', 'sci fi']",2.963174695298897,349,1442,451,2540,1167,4743,1716,3394,372,1056
Jerry Maguire (1996),Drama|Romance,"['oscar (best supporting actor)', 'sports', 'football', 'good', 'excellent script', 'feel-good', 'mentor', 'oscar winner', 'chick flick', 'great acting']",3.6215780276894125,107,371,219,1134,880,5257,2508,7702,906,3235
Raising Arizona (1987),Comedy,"['coen bros', 'off-beat comedy', 'comedy', 'coen brothers', 'cult classic', 'quirky', 'goofy', 'prison escape', 'narrated', 'classic']",3.8855196021442873,55,272,80,753,314,2531,1194,5166,1154,3964
Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,"['espionage', 'caper', 'hacking', 'surveillance', 'spying', 'ensemble cast', 'hackers', 'conspiracy', 'conspiracy theory', 'technology']",3.6447719014937423,30,135,76,631,405,3099,1302,4414,746,1547
Scream (1996),Comedy|Horror|Mystery|Thriller,"['horror', 'slasher', 'teen', 'teen movie', 'suspense', 'teens', 'serial killer', 'spoof', 'halloween', 'fun movie']",3.2808551689798966,289,696,385,1474,1039,4021,1768,4271,410,1714
"Last of the Mohicans, The (1992)",Action|Romance|War|Western,"['indians', 'native americans', 'cinematography', 'interracial romance', 'romance', 'adventure', 'beautiful scenery', 'love story', 'oscar (best sound)', 'historical']",3.7207504630002415,48,217,87,685,306,2646,1216,4108,909,2197
Donnie Brasco (1997),Crime|Drama,"['organized crime', 'mafia', 'undercover cop', 'mob', 'gangster', 'gangsters', 'mentor', 'true story', 'based on a true story', 'based on true story']",3.804818138875768,20,62,25,288,210,2003,1297,4423,924,1333
Liar Liar (1997),Comedy,"['comedy', 'lawyers', 'lawyer', 'hilarious', 'funny as hell', 'goofy', 'funny', 'parenthood', 'courtroom', 'funniest movies']",3.2192252851711025,204,574,407,1637,1382,4525,2348,4104,587,1064
Grosse Pointe Blank (1997),Comedy|Crime|Romance,"['hit men', 'off-beat comedy', 'assassin', 'great soundtrack', 'good soundtrack', 'high school', 'hitman', 'assassins', 'comedy', 'dark humor']",3.7454614481949333,51,178,74,625,406,2931,1624,5220,1132,2246
Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,"['spoof', 'spying', 'parody', 'spy', 'comedy', 'silly fun', 'goofy', 'spies', 'funniest movies', 'funny']",3.4437800126846065,490,786,358,1493,1107,4317,3202,6348,1437,2536
"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,"['futuristic', 'sci-fi', 'scifi', 'visually stunning', 'visually appealing', 'sci fi', 'visual', 'science fiction', 'future', 'action']",3.714479392624729,142,603,238,1583,957,4627,3524,8507,2970,4509
"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,"['dinosaurs', 'special effects', 'dynamic cgi action', 'franchise', 'action', 'big budget', 'adventure', 'spielberg', 'island', 'based on a book']",2.952821748107364,197,877,372,2418,1092,4620,1383,2620,261,690
Con Air (1997),Action|Adventure|Thriller,"['action', 'good action', 'action packed', 'explosions', 'chase', 'prison', 'big budget', 'vengeance', 'prison escape', 'gunfight']",3.1821048901488305,188,607,336,1565,1032,3827,1767,3401,440,947
My Best Friend's Wedding (1997),Comedy|Romance,"['romantic comedy', 'chick flick', 'good romantic comedies', 'happy ending', 'romantic', 'girlie movie', 'love', 'wedding', 'gay character', 'love story']",3.279256654947263,128,338,168,983,586,2886,1039,2722,295,810
Face/Off (1997),Action|Crime|Drama|Thriller,"['action', 'good action', 'action packed', 'chase', 'gunfight', 'guns', 'vengeance', 'fast paced', 'explosions', 'drama']",3.331744312026002,202,750,316,1779,1107,4481,2148,5142,701,1834
Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,"['alien', 'aliens', 'sci-fi', 'scifi', 'alien invasion', 'comedy', 'big budget', 'special effects', 'science fiction', 'sci fi']",3.55831928049466,194,604,394,2119,1571,8006,5079,11627,2170,3816
Contact (1997),Drama|Sci-Fi,"['space travel', 'science fiction', 'space', 'science', 'sci-fi', 'scifi', 'first contact', 'sci fi', 'alien', 'aliens']",3.6533158901076783,126,380,180,1196,787,4060,2229,6325,1406,3185
Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,"['conspiracy theory', 'conspiracy', 'assassin', 'thriller', 'twists & turns', 'paranoia', 'spying', 'brainwashing', 'secrets', 'action']",3.320401466898282,70,280,128,1009,610,2952,1279,2953,387,694
Air Force One (1997),Action|Thriller,"['secret service', 'tom clancy', 'president', 'lone hero', 'action', 'good action', 'action packed', 'big budget', 'terrorism', 'chase']",3.306725951019832,129,429,277,1332,880,3966,1560,4067,382,1147
"Hunt for Red October, The (1990)",Action|Adventure|Thriller,"['tom clancy', 'submarine', 'tense', 'cold war', 'espionage', 'action', 'suspense', 'underwater', 'spying', 'spies']",3.862522834793199,52,148,98,667,515,3618,2372,8052,1961,3866
L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,"['imdb top 250', 'great acting', 'twists & turns', 'police corruption', 'complex', 'neo-noir', 'crime', 'oscar (best picture)', 'noir thriller', 'complicated plot']",4.083376807273812,51,178,80,666,348,3141,2073,9680,2875,7744
"Game, The (1997)",Drama|Mystery|Thriller,"['surprise ending', 'plot twist', 'twists & turns', 'psychological', 'twist ending', 'suspense', 'paranoia', 'great ending', 'complicated plot', 'thriller']",3.836791777792233,48,152,92,604,451,2311,1957,5329,1820,2609
Chasing Amy (1997),Comedy|Drama|Romance,"['view askew', 'relationships', 'jay and silent bob', 'love story', 'gay character', 'romantic', 'dialogue', 'great dialogue', 'sexuality', 'new jersey']",3.6384482882365607,107,379,134,832,478,2684,1554,4635,958,2172
"Full Monty, The (1997)",Comedy|Drama,"['british comedy', 'england', 'british', 'working class', 'touching', 'male nudity', 'strippers', 'comedy', 'feel-good', 'original']",3.711838412843438,46,224,95,797,491,3102,1749,5439,836,2544
"Devil's Advocate, The (1997)",Drama|Mystery|Thriller,"['devil', 'lawyers', 'lawyer', 'twist ending', 'great ending', 'greed', 'psychological', 'good', 'supernatural', 'surprise ending']",3.4787484726828417,76,313,111,971,467,2669,1409,3561,710,1171
Gattaca (1997),Drama|Sci-Fi|Thriller,"['distopia', 'dystopic future', 'future', 'futuristic', 'science fiction', 'genetics', 'space travel', 'scifi', 'sci-fi', 'sci fi']",3.7668389597803262,61,214,123,915,531,3171,2339,6348,2143,2728
Boogie Nights (1997),Drama,"['pornography', 'ensemble cast', 'drugs', 'oscar (best supporting actor)', 'dark humor', 'good soundtrack', 'original', 'great acting', 'drama', 'loneliness']",3.68508635386554,77,345,107,733,442,2424,1562,4555,1177,2069
Witness (1985),Drama|Romance|Thriller,"['police investigation', 'crime', 'undercover cop', 'murder', 'drama', 'suspense', 'detective', 'police corruption', 'culture clash', 'police']",3.849292368326765,25,52,40,267,235,2069,1200,4700,719,1857
Starship Troopers (1997),Action|Sci-Fi,"['futuristic', 'scifi', 'sci-fi', 'fascism', 'sci fi', 'adapted from:book', 'future', 'science fiction', 'weapons', 'special effects']",3.2141320644025813,264,1007,304,1791,854,3328,1787,3889,767,1350
"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,"['reality tv', 'modern fantasy', 'original', 'alone in the world', 'utopia', 'social commentary', 'drama', 'oscar (best editing)', 'cerebral', 'alternate reality']",3.8032783522074514,65,180,136,781,729,3935,3727,8535,3034,3250
Alien: Resurrection (1997),Action|Horror|Sci-Fi,"['alien', 'aliens', 'franchise', 'sci-fi', 'cloning', 'space', 'science fiction', 'clones', 'alien invasion', 'future']",3.008598609586535,192,670,284,1559,822,3164,1170,2263,308,500
Good Will Hunting (1997),Drama|Romance,"['oscar (best supporting actor)', 'excellent script', 'great acting', 'math', 'oscar (best picture)', 'imdb top 250', 'mentor', 'mathematics', 'genius', 'intellectual']",4.032516593701454,59,174,101,672,531,3288,2941,9723,4068,6767
Titanic (1997),Drama|Romance,"['love story', 'big budget', 'oscar (best picture)', 'romantic', 'special effects', 'oscar (best directing)', 'girlie movie', 'romance', 'catastrophe', 'natural disaster']",3.3381878528444693,700,1652,725,3135,1960,6435,3730,7593,1830,4478
Tomorrow Never Dies (1997),Action|Adventure|Thriller,"['007 (series)', 'bond', '007', 'franchise', 'action', 'espionage', 'assassin', 'spying', 'chase', 'secret service']",3.233854035441337,87,335,223,1162,887,3648,1519,3098,283,665
Jackie Brown (1997),Crime|Drama|Thriller,"['tarantino', 'crime', 'gangsters', 'crime gone awry', 'gratuitous violence', 'violence', 'great acting', 'great dialogue', 'dialogue', 'pulp']",3.6856450635978195,36,161,64,562,336,2340,1496,4174,1072,1316
"Big Lebowski, The (1998)",Comedy|Crime,"['coen bros', 'off-beat comedy', 'quotable', 'cult classic', 'dark humor', 'imdb top 250', 'coen brothers', 'oscar (best supporting actor)', 'sarcasm', 'weird']",3.9449457177322076,103,358,159,957,483,2576,1921,5806,2992,5370
Wag the Dog (1997),Comedy,"['political', 'politics', 'satire', 'president', 'world politics', 'satirical', 'conspiracy', 'corruption', 'manipulation', 'conspiracy theory']",3.514705882352941,67,254,86,770,389,2581,1268,3454,674,1065
Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,"['visually stunning', 'dark fantasy', 'visual', 'scifi', 'visually appealing', 'sci-fi', 'sci fi', 'science fiction', 'cerebral', 'dark']",3.7988774555659495,24,204,58,592,296,1865,1364,4021,1368,1967
"Wedding Singer, The (1998)",Comedy|Romance,"['romantic comedy', '1980s', 'chick flick', 'romantic', 'awesome soundtrack', 'feel-good', 'comedy', 'love story', 'sweet', 'cute!']",3.410378063359235,107,378,188,1006,779,3205,1939,4011,658,1113
As Good as It Gets (1997),Comedy|Drama|Romance,"['oscar (best actor)', 'oscar (best supporting actor)', 'great acting', 'oscar (best picture)', 'excellent script', 'oscar (best actress)', 'oscar winner', 'oscar', 'drama', 'feel-good']",3.7922892455266557,101,266,153,937,642,3587,2603,7711,1857,3827
Deep Impact (1998),Drama|Sci-Fi|Thriller,"['end of the world', 'natural disaster', 'space', 'big budget', 'astronauts', 'special effects', 'disaster', 'sci-fi', 'scifi', 'science fiction']",2.9531317123464214,186,672,367,1727,1080,3528,1181,2201,209,488
"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,"['series', 'sci-fi', 'conspiracy', 'francis ford copolla', 'scifi', 'aliens', 'science fiction', 'first contact', 'alien', 'sci fi']",3.328450605981341,115,283,180,991,662,3407,1315,3308,338,870
Armageddon (1998),Action|Romance|Sci-Fi|Thriller,"['end of the world', 'big budget', 'space', 'astronauts', 'nasa', 'space program', 'special effects', 'action packed', 'natural disaster', 'scifi']",2.957470501824385,697,1528,922,2767,1905,4766,2538,3831,789,1360
There's Something About Mary (1998),Comedy|Romance,"['funniest movies', 'comedy', 'dumb', 'goofy', 'funny', 'hilarious', 'humor', 'funny as hell', 'humorous', 'off-beat comedy']",3.5462940362867137,288,750,401,1587,1287,4307,3583,7188,1761,3430
Rocky (1976),Drama,"['oscar (best picture)', 'oscar (best directing)', 'oscar (best editing)', 'oscar (best cinematography)', 'fighting', 'rags to riches', 'sports', 'imdb top 250', 'boxing', 'mentor']",3.725866128489741,117,288,121,801,440,2714,1517,5084,1095,2688
Rain Man (1988),Drama,"['oscar (best picture)', 'oscar (best actor)', 'disability', 'great acting', 'touching', 'imdb top 250', 'oscar (best directing)', 'oscar winner', 'drama', 'heartwarming']",3.899170428205441,37,126,84,646,536,3592,3315,9254,2835,4166
"Breakfast Club, The (1985)",Comedy|Drama,"['teen movie', 'teen', 'teenager', 'high school', 'adolescence', 'teens', 'teenagers', 'coming of age', '80s', '1980s']",3.8286463748936574,57,210,114,814,565,3726,2462,7341,1895,3974
"Exorcist, The (1973)",Horror|Mystery,"['horror', 'frightening', 'creepy', 'demons', 'scary', 'supernatural', 'devil', 'imdb top 250', 'suspense', 'classic']",3.7441799535893403,158,389,136,691,437,2030,1429,4090,1149,2850
Lethal Weapon (1987),Action|Comedy|Crime|Drama,"['good action', 'action', 'buddy movie', 'action packed', 'franchise', 'series', 'police', 'chase', 'comedy', 'drama']",3.6906356413166854,70,240,97,810,490,3674,2179,6617,1136,2307
Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,"['good action', 'action', 'action packed', 'good sequel', 'franchise', 'sequels', 'buddy movie', 'series', 'sequel', 'chase']",3.3090978593272173,150,375,192,1153,777,3625,1743,3781,446,838
Gremlins (1984),Comedy|Horror,"['horror', 'monsters', 'fun movie', 'small town', 'christmas', 'monster', 'silly fun', 'comedy', 'cult classic', 'special effects']",3.243839285714286,110,384,183,1086,722,3170,1659,2916,380,590
"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,"['treasure hunt', 'adventure', 'treasure', 'childhood', 'kids and family', 'kids', '80s', '1980s', 'children', 'pirates']",3.6091721949812516,69,290,98,769,399,1989,1226,3094,874,1593
"Mask of Zorro, The (1998)",Action|Comedy|Romance,"['sword fighting', 'swashbuckler', 'sword fight', 'adventure', 'action', 'lone hero', 'good action', 'action packed', 'fun movie', 'story']",3.3071774751903993,142,367,237,1151,901,3459,1655,3731,463,893
Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,"['future', 'futuristic', 'alternate universe', 'time travel', 'time loop', 'alternate reality', 'science fiction', 'time', 'good sequel', 'fun movie']",3.4464928520004112,119,434,270,1644,1003,4789,2746,5171,1371,1899
Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,"['future', 'time travel', 'science fiction', 'trilogy', 'time', 'fun movie', 'futuristic', 'adventure', 'great ending', 'sci-fi']",3.249264854998986,208,767,390,2080,1418,5185,2702,4432,1045,1497
Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,"['criterion', 'masterpiece', 'kurosawa', 'imdb top 250', 'samurai', 'japan', 'epic', 'black and white', 'long', 'storytelling']",4.2741796572216,61,85,36,181,132,928,663,3167,1593,4765
"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,"['francis ford copolla', 'mafia', 'organized crime', 'gangsters', 'trilogy', 'sophia coppola', 'great ending', 'exceptional acting', 'mob', 'corruption']",3.4124839759392565,93,354,117,973,423,2533,1107,2846,612,1083
Saving Private Ryan (1998),Action|Drama|War,"['best war films', 'oscar (best directing)', 'war', 'oscar (best cinematography)', 'wwii', 'world war ii', 'war movie', 'imdb top 250', 'oscar (best picture)', 'realistic']",4.06441659929938,146,403,193,1082,703,4129,3323,11201,4656,11274
"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,"['kids', 'kids and family', 'adventure', 'children', 'family', 'fantasy', 'fun movie', 'special effects', 'childhood', 'fun']",2.702725620835857,526,1238,770,2894,1840,5046,1531,2154,179,332
Lady and the Tramp (1955),Animation|Children|Comedy|Romance,"['disney animated feature', 'animation', 'cartoon', 'dog', 'animals', 'talking animals', 'dogs', 'romantic', 'classic', 'children']",3.598389982110912,66,172,82,584,393,2430,1080,3398,437,1420
"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,"['disney animated feature', 'animation', 'cartoon', 'animated', 'kids and family', 'talking animals', 'fairy tale', 'girlie movie', 'happy ending', 'disney']",3.5139219252833356,173,433,197,1055,679,3199,1523,4098,798,2139
Splash (1984),Comedy|Fantasy|Romance,"['romantic', 'romantic comedy', 'love story', 'romance', 'sweet', '1980s', 'fun', 'girlie movie', 'love', 'happy ending']",3.2230619003141716,121,289,219,1212,805,3819,1197,3261,234,620
Tron (1982),Action|Adventure|Sci-Fi,"['technology', 'cyberpunk', 'video game', 'computer animation', 'computer game', 'alone in the world', '70mm', 'futuristic', 'sci-fi', 'science fiction']",3.324831282254863,91,378,125,1098,464,2719,1129,2722,425,925
Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,"['oscar (best effects - visual effects)', 'treasure hunt', 'adventure', 'indiana jones', 'archaeology', 'action', 'spielberg', 'franchise', 'chase', 'good action']",3.676502398194301,98,277,177,1154,836,3943,3122,6875,1962,2822
"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,"['imagination', 'fantasy world', 'fantasy', 'magic', 'high fantasy', 'based on a book', 'adventure', 'story', 'dragons', 'books']",3.494984757596617,97,284,126,790,441,2347,1261,2925,616,1282
Blade (1998),Action|Horror|Thriller,"['vampires', 'vampire', 'based on a comic', 'action', 'super hero', 'good action', 'comic book', 'superheroes', 'fight scenes', 'action packed']",3.355626699412332,118,417,180,988,683,2730,1584,3131,560,1010
Beetlejuice (1988),Comedy|Fantasy,"['afterlife', 'ghosts', 'supernatural', 'weird', 'comedy', 'goth', 'surreal', 'haunted house', 'original', 'macabre']",3.472783670202121,161,428,268,1454,1010,4615,2836,6184,1193,1839
"Untouchables, The (1987)",Action|Crime|Drama,"['organized crime', 'oscar (best supporting actor)', 'gangster', 'gangsters', 'oscar (best directing)', 'mafia', 'excellent script', 'crime', '1930s', 'corruption']",3.884503302681,29,87,53,363,284,2475,1823,6253,1650,2425
"Few Good Men, A (1992)",Crime|Drama|Thriller,"['lawyers', 'lawyer', 'courtroom', 'military', 'court', 'drama', 'excellent script', 'conspiracy', 'courtroom drama', 'great acting']",3.8123068831766487,38,94,73,530,414,2770,1845,5599,1464,2384
Rush Hour (1998),Action|Comedy|Crime|Thriller,"['martial arts', 'action', 'buddy movie', 'comedy', 'good action', 'chris tucker', 'kung fu', 'hong kong', 'fight scenes', 'funny']",3.402268853855986,70,215,120,634,593,2441,1401,2837,399,678
Ronin (1998),Action|Crime|Thriller,"['chase', 'car chase', 'action', 'espionage', 'organized crime', 'good action', 'realistic action', 'cars', 'fast paced', 'gunfight']",3.5673375388004405,34,191,76,703,335,2247,1303,3356,748,994
Edward Scissorhands (1990),Drama|Fantasy|Romance,"['dark fantasy', 'depp & burton', 'touching', 'fairy tale', 'original', 'fairy tales', 'weird', 'beautifully filmed', 'loneliness', 'imagination']",3.7270963821632233,83,292,167,1076,682,3826,2768,7211,2317,2972
Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,"['animation', 'computer animation', 'animated', 'kids and family', 'cartoon', 'talking animals', 'original', 'kids', 'animals', 'animal movie']",3.303207714257601,98,253,163,795,697,2938,1518,2799,283,619
My Cousin Vinny (1992),Comedy,"['lawyer', 'lawyers', 'courtroom', 'comedy', 'oscar (best supporting actress)', 'court', 'police investigation', 'oscar winner', 'small town', 'hilarious']",3.5834348355663823,81,210,143,789,619,3213,1741,4685,858,1618
Pleasantville (1998),Comedy|Drama|Fantasy,"['utopia', 'original', '1950s', 'alternate reality', 'race issues', 'social commentary', 'censorship', 'segregation', 'visually stunning', 'coming of age']",3.577309752696852,48,186,110,773,599,3157,1915,4579,920,1340
